TML_DTA_SOMM,TML_VAX_FORNITORE,TML_COD_STRUTTURA,TML_DES_STRUTTURA,TML_AREA,TML_FASCIA_ETA,TML_SESSO_M,TML_SESSO_F,TML_GRAVIDANZA,TML_CAT_OSS,TML_CAT_PERSONALE,TML_CAT_RSA_OSPITI,TML_CAT_ALTRO,TML_DOSE_1,TML_DOSE_2,TML_TOT_SOMM,TML_REGIONE,TML_NUTS
2021-01-02,PF/BT,15003,OSPEDALE DISTRETTUALE DI VENOSA,BAS,50-59,6,16,0,18,0,0,4,22,0,22,Basilicata,ITF5
2021-01-02,PF/BT,15003,OSPEDALE DISTRETTUALE DI VENOSA,BAS,60-69,8,4,0,9,0,0,3,12,0,12,Basilicata,ITF5
2021-01-02,PF/BT,170011,Presidio Ospedaliero Matera,BAS,20-29,1,4,0,5,0,0,0,5,0,5,Basilicata,ITF5
2021-01-02,PF/BT,170011,Presidio Ospedaliero Matera,BAS,30-39,5,8,0,13,0,0,0,13,0,13,Basilicata,ITF5
2021-01-02,PF/BT,170011,Presidio Ospedaliero Matera,BAS,40-49,17,22,0,39,0,0,0,39,0,39,Basilicata,ITF5
2021-01-02,PF/BT,170011,Presidio Ospedaliero Matera,BAS,50-59,15,22,0,37,0,0,0,37,0,37,Basilicata,ITF5
2021-01-02,PF/BT,170011,Presidio Ospedaliero Matera,BAS,60-69,9,4,0,13,0,0,0,13,0,13,Basilicata,ITF5
2021-01-02,PF/BT,170036,POD DI LAURIA,BAS,20-29,0,1,0,1,0,0,0,1,0,1,Basilicata,ITF5
2021-01-02,PF/BT,170036,POD DI LAURIA,BAS,30-39,4,2,0,6,0,0,0,6,0,6,Basilicata,ITF5
2021-01-02,PF/BT,170036,POD DI LAURIA,BAS,40-49,10,7,0,17,0,0,0,17,0,17,Basilicata,ITF5
2021-01-02,PF/BT,170036,POD DI LAURIA,BAS,50-59,9,13,0,22,0,0,0,22,0,22,Basilicata,ITF5
2021-01-02,PF/BT,170036,POD DI LAURIA,BAS,60-69,7,7,0,14,0,0,0,14,0,14,Basilicata,ITF5
2021-01-02,PF/BT,170201,ASP - Ufficio Igiene di Potenza via della Fisica 18 A/B,BAS,20-29,2,5,0,7,0,0,0,7,0,7,Basilicata,ITF5
2021-01-02,PF/BT,170201,ASP - Ufficio Igiene di Potenza via della Fisica 18 A/B,BAS,30-39,10,6,0,15,0,0,1,16,0,16,Basilicata,ITF5
2021-01-02,PF/BT,170201,ASP - Ufficio Igiene di Potenza via della Fisica 18 A/B,BAS,40-49,11,8,0,12,0,0,7,19,0,19,Basilicata,ITF5
2021-01-02,PF/BT,170201,ASP - Ufficio Igiene di Potenza via della Fisica 18 A/B,BAS,50-59,10,5,0,12,0,0,3,15,0,15,Basilicata,ITF5
2021-01-02,PF/BT,170201,ASP - Ufficio Igiene di Potenza via della Fisica 18 A/B,BAS,60-69,15,6,0,18,0,0,3,21,0,21,Basilicata,ITF5
2021-01-02,PF/BT,170-910,IRCCS CROB,BAS,20-29,3,1,0,4,0,0,0,4,0,4,Basilicata,ITF5
2021-01-02,PF/BT,170-910,IRCCS CROB,BAS,30-39,4,17,0,21,0,0,0,21,0,21,Basilicata,ITF5
2021-01-02,PF/BT,170-910,IRCCS CROB,BAS,40-49,9,23,0,32,0,0,0,32,0,32,Basilicata,ITF5
2021-01-02,PF/BT,170-910,IRCCS CROB,BAS,50-59,13,28,0,41,0,0,0,41,0,41,Basilicata,ITF5
2021-01-02,PF/BT,170-910,IRCCS CROB,BAS,60-69,12,10,0,21,1,0,0,22,0,22,Basilicata,ITF5
2021-01-02,PF/BT,1801,POLIAMBULATORIO SENISE,BAS,20-29,1,1,0,2,0,0,0,2,0,2,Basilicata,ITF5
2021-01-02,PF/BT,1801,POLIAMBULATORIO SENISE,BAS,30-39,3,4,0,7,0,0,0,7,0,7,Basilicata,ITF5
2021-01-02,PF/BT,1801,POLIAMBULATORIO SENISE,BAS,40-49,7,7,0,10,0,0,4,14,0,14,Basilicata,ITF5
2021-01-02,PF/BT,1801,POLIAMBULATORIO SENISE,BAS,50-59,11,10,0,15,0,0,6,21,0,21,Basilicata,ITF5
2021-01-02,PF/BT,1801,POLIAMBULATORIO SENISE,BAS,60-69,7,8,0,6,0,0,9,15,0,15,Basilicata,ITF5
2021-01-02,PF/BT,1801,POLIAMBULATORIO SENISE,BAS,70-79,1,0,0,0,0,0,1,1,0,1,Basilicata,ITF5
2021-01-02,PF/BT,301,SEDE DECENTRATA DISTRETTO DI RIONERO IN VULTURE,BAS,20-29,4,4,0,8,0,0,0,8,0,8,Basilicata,ITF5
2021-01-02,PF/BT,301,SEDE DECENTRATA DISTRETTO DI RIONERO IN VULTURE,BAS,30-39,3,10,0,13,0,0,0,13,0,13,Basilicata,ITF5
2021-01-02,PF/BT,301,SEDE DECENTRATA DISTRETTO DI RIONERO IN VULTURE,BAS,40-49,1,9,0,10,0,0,0,10,0,10,Basilicata,ITF5
2021-01-02,PF/BT,301,SEDE DECENTRATA DISTRETTO DI RIONERO IN VULTURE,BAS,50-59,3,5,0,8,0,0,0,8,0,8,Basilicata,ITF5
2021-01-02,PF/BT,301,SEDE DECENTRATA DISTRETTO DI RIONERO IN VULTURE,BAS,60-69,5,4,0,9,0,0,0,9,0,9,Basilicata,ITF5
2021-01-02,PF/BT,901,Sala Prelievi Laboratorio Analisi,BAS,20-29,1,23,0,24,0,0,0,24,0,24,Basilicata,ITF5
2021-01-02,PF/BT,901,Sala Prelievi Laboratorio Analisi,BAS,30-39,20,41,0,61,0,0,0,61,0,61,Basilicata,ITF5
2021-01-02,PF/BT,901,Sala Prelievi Laboratorio Analisi,BAS,40-49,30,69,0,99,0,0,0,99,0,99,Basilicata,ITF5
2021-01-02,PF/BT,901,Sala Prelievi Laboratorio Analisi,BAS,50-59,29,59,0,88,0,0,0,88,0,88,Basilicata,ITF5
2021-01-02,PF/BT,901,Sala Prelievi Laboratorio Analisi,BAS,60-69,15,13,0,28,0,0,0,28,0,28,Basilicata,ITF5
2021-01-03,PF/BT,12002,Distretto della Salute della Val d'Agri,BAS,20-29,1,1,0,2,0,0,0,2,0,2,Basilicata,ITF5
2021-01-03,PF/BT,12002,Distretto della Salute della Val d'Agri,BAS,30-39,6,5,0,11,0,0,0,11,0,11,Basilicata,ITF5
2021-01-03,PF/BT,12002,Distretto della Salute della Val d'Agri,BAS,40-49,7,7,0,13,1,0,0,14,0,14,Basilicata,ITF5
2021-01-03,PF/BT,12002,Distretto della Salute della Val d'Agri,BAS,50-59,4,8,0,12,0,0,0,12,0,12,Basilicata,ITF5
2021-01-03,PF/BT,12002,Distretto della Salute della Val d'Agri,BAS,60-69,6,3,0,8,1,0,0,9,0,9,Basilicata,ITF5
2021-01-03,PF/BT,170011,Presidio Ospedaliero Matera,BAS,20-29,1,6,0,7,0,0,0,7,0,7,Basilicata,ITF5
2021-01-03,PF/BT,170011,Presidio Ospedaliero Matera,BAS,30-39,8,11,0,19,0,0,0,19,0,19,Basilicata,ITF5
2021-01-03,PF/BT,170011,Presidio Ospedaliero Matera,BAS,40-49,14,25,0,39,0,0,0,39,0,39,Basilicata,ITF5
2021-01-03,PF/BT,170011,Presidio Ospedaliero Matera,BAS,50-59,11,24,0,35,0,0,0,35,0,35,Basilicata,ITF5
2021-01-03,PF/BT,170011,Presidio Ospedaliero Matera,BAS,60-69,10,10,0,20,0,0,0,20,0,20,Basilicata,ITF5
2021-01-03,PF/BT,170036,POD DI LAURIA,BAS,20-29,0,2,0,2,0,0,0,2,0,2,Basilicata,ITF5
2021-01-03,PF/BT,170036,POD DI LAURIA,BAS,30-39,6,3,0,9,0,0,0,9,0,9,Basilicata,ITF5
2021-01-03,PF/BT,170036,POD DI LAURIA,BAS,40-49,8,14,0,22,0,0,0,22,0,22,Basilicata,ITF5
2021-01-03,PF/BT,170036,POD DI LAURIA,BAS,50-59,1,9,0,10,0,0,0,10,0,10,Basilicata,ITF5
2021-01-03,PF/BT,170036,POD DI LAURIA,BAS,60-69,3,4,0,7,0,0,0,7,0,7,Basilicata,ITF5
2021-01-03,PF/BT,170201,ASP - Ufficio Igiene di Potenza via della Fisica 18 A/B,BAS,20-29,3,5,0,8,0,0,0,8,0,8,Basilicata,ITF5
2021-01-03,PF/BT,170201,ASP - Ufficio Igiene di Potenza via della Fisica 18 A/B,BAS,30-39,5,5,0,10,0,0,0,10,0,10,Basilicata,ITF5
2021-01-03,PF/BT,170201,ASP - Ufficio Igiene di Potenza via della Fisica 18 A/B,BAS,40-49,15,14,0,29,0,0,0,29,0,29,Basilicata,ITF5
2021-01-03,PF/BT,170201,ASP - Ufficio Igiene di Potenza via della Fisica 18 A/B,BAS,50-59,3,6,0,9,0,0,0,9,0,9,Basilicata,ITF5
2021-01-03,PF/BT,170201,ASP - Ufficio Igiene di Potenza via della Fisica 18 A/B,BAS,60-69,5,5,0,10,0,0,0,10,0,10,Basilicata,ITF5
2021-01-03,PF/BT,170-910,IRCCS CROB,BAS,20-29,1,2,0,3,0,0,0,3,0,3,Basilicata,ITF5
2021-01-03,PF/BT,170-910,IRCCS CROB,BAS,30-39,9,12,0,21,0,0,0,21,0,21,Basilicata,ITF5
2021-01-03,PF/BT,170-910,IRCCS CROB,BAS,40-49,9,20,0,28,1,0,0,29,0,29,Basilicata,ITF5
2021-01-03,PF/BT,170-910,IRCCS CROB,BAS,50-59,6,20,0,24,2,0,0,26,0,26,Basilicata,ITF5
2021-01-03,PF/BT,170-910,IRCCS CROB,BAS,60-69,6,4,0,9,1,0,0,10,0,10,Basilicata,ITF5
2021-01-03,PF/BT,901,Presidio Ospedaliero Villa D'Agri,BAS,20-29,0,1,0,1,0,0,0,1,0,1,Basilicata,ITF5
2021-01-03,PF/BT,901,Presidio Ospedaliero Villa D'Agri,BAS,30-39,2,1,0,3,0,0,0,3,0,3,Basilicata,ITF5
2021-01-03,PF/BT,901,Presidio Ospedaliero Villa D'Agri,BAS,40-49,6,15,0,21,0,0,0,21,0,21,Basilicata,ITF5
2021-01-03,PF/BT,901,Presidio Ospedaliero Villa D'Agri,BAS,50-59,9,7,0,16,0,0,0,16,0,16,Basilicata,ITF5
2021-01-03,PF/BT,901,Presidio Ospedaliero Villa D'Agri,BAS,60-69,3,1,0,4,0,0,0,4,0,4,Basilicata,ITF5
2021-01-03,PF/BT,901,Sala Prelievi Laboratorio Analisi,BAS,20-29,3,15,0,18,0,0,0,18,0,18,Basilicata,ITF5
2021-01-03,PF/BT,901,Sala Prelievi Laboratorio Analisi,BAS,30-39,17,33,0,50,0,0,0,50,0,50,Basilicata,ITF5
2021-01-03,PF/BT,901,Sala Prelievi Laboratorio Analisi,BAS,40-49,38,59,0,97,0,0,0,97,0,97,Basilicata,ITF5
2021-01-03,PF/BT,901,Sala Prelievi Laboratorio Analisi,BAS,50-59,35,64,0,99,0,0,0,99,0,99,Basilicata,ITF5
2021-01-03,PF/BT,901,Sala Prelievi Laboratorio Analisi,BAS,60-69,27,14,0,41,0,0,0,41,0,41,Basilicata,ITF5
2021-01-04,PF/BT,12002,Distretto della Salute della Val d'Agri,BAS,20-29,1,1,0,2,0,0,0,2,0,2,Basilicata,ITF5
2021-01-04,PF/BT,12002,Distretto della Salute della Val d'Agri,BAS,30-39,4,4,0,8,0,0,0,8,0,8,Basilicata,ITF5
2021-01-04,PF/BT,12002,Distretto della Salute della Val d'Agri,BAS,40-49,8,3,0,6,5,0,0,11,0,11,Basilicata,ITF5
2021-01-04,PF/BT,12002,Distretto della Salute della Val d'Agri,BAS,50-59,8,6,0,12,2,0,0,14,0,14,Basilicata,ITF5
2021-01-04,PF/BT,12002,Distretto della Salute della Val d'Agri,BAS,60-69,8,5,0,13,0,0,0,13,0,13,Basilicata,ITF5
2021-01-04,PF/BT,170011,Presidio Ospedaliero Matera,BAS,20-29,2,4,0,6,0,0,0,6,0,6,Basilicata,ITF5
2021-01-04,PF/BT,170011,Presidio Ospedaliero Matera,BAS,30-39,23,27,0,50,0,0,0,50,0,50,Basilicata,ITF5
2021-01-04,PF/BT,170011,Presidio Ospedaliero Matera,BAS,40-49,32,46,0,78,0,0,0,78,0,78,Basilicata,ITF5
2021-01-04,PF/BT,170011,Presidio Ospedaliero Matera,BAS,50-59,33,28,0,61,0,0,0,61,0,61,Basilicata,ITF5
2021-01-04,PF/BT,170011,Presidio Ospedaliero Matera,BAS,60-69,25,8,0,33,0,0,0,33,0,33,Basilicata,ITF5
2021-01-04,PF/BT,170036,POD DI LAURIA,BAS,20-29,1,1,0,2,0,0,0,2,0,2,Basilicata,ITF5
2021-01-04,PF/BT,170036,POD DI LAURIA,BAS,30-39,1,3,0,4,0,0,0,4,0,4,Basilicata,ITF5
2021-01-04,PF/BT,170036,POD DI LAURIA,BAS,40-49,0,7,0,7,0,0,0,7,0,7,Basilicata,ITF5
2021-01-04,PF/BT,170036,POD DI LAURIA,BAS,50-59,5,8,0,13,0,0,0,13,0,13,Basilicata,ITF5
2021-01-04,PF/BT,170036,POD DI LAURIA,BAS,60-69,5,4,0,9,0,0,0,9,0,9,Basilicata,ITF5
2021-01-04,PF/BT,170036,POD DI LAURIA,BAS,70-79,0,1,0,1,0,0,0,1,0,1,Basilicata,ITF5
2021-01-04,PF/BT,170-910,IRCCS CROB,BAS,20-29,0,3,0,3,0,0,0,3,0,3,Basilicata,ITF5
2021-01-04,PF/BT,170-910,IRCCS CROB,BAS,30-39,4,16,0,15,5,0,0,20,0,20,Basilicata,ITF5
2021-01-04,PF/BT,170-910,IRCCS CROB,BAS,40-49,6,12,0,6,12,0,0,18,0,18,Basilicata,ITF5
2021-01-04,PF/BT,170-910,IRCCS CROB,BAS,50-59,11,20,0,14,17,0,0,31,0,31,Basilicata,ITF5
2021-01-04,PF/BT,170-910,IRCCS CROB,BAS,60-69,12,10,0,9,13,0,0,22,0,22,Basilicata,ITF5
2021-01-04,PF/BT,170-910,IRCCS CROB,BAS,70-79,1,0,0,0,1,0,0,1,0,1,Basilicata,ITF5
2021-01-05,PF/BT,12002,Distretto della Salute della Val d'Agri,BAS,20-29,0,1,0,1,0,0,0,1,0,1,Basilicata,ITF5
2021-01-05,PF/BT,12002,Distretto della Salute della Val d'Agri,BAS,30-39,2,2,0,3,1,0,0,4,0,4,Basilicata,ITF5
2021-01-05,PF/BT,12002,Distretto della Salute della Val d'Agri,BAS,40-49,6,9,0,5,10,0,0,15,0,15,Basilicata,ITF5
2021-01-05,PF/BT,12002,Distretto della Salute della Val d'Agri,BAS,50-59,10,8,0,10,8,0,0,18,0,18,Basilicata,ITF5
2021-01-05,PF/BT,12002,Distretto della Salute della Val d'Agri,BAS,60-69,18,10,0,18,10,0,0,28,0,28,Basilicata,ITF5
2021-01-05,PF/BT,170011,Presidio Ospedaliero Matera,BAS,20-29,6,10,0,16,0,0,0,16,0,16,Basilicata,ITF5
2021-01-05,PF/BT,170011,Presidio Ospedaliero Matera,BAS,30-39,1,8,0,9,0,0,0,9,0,9,Basilicata,ITF5
2021-01-05,PF/BT,170011,Presidio Ospedaliero Matera,BAS,40-49,13,14,0,27,0,0,0,27,0,27,Basilicata,ITF5
2021-01-05,PF/BT,170011,Presidio Ospedaliero Matera,BAS,50-59,15,26,0,41,0,0,0,41,0,41,Basilicata,ITF5
2021-01-05,PF/BT,170011,Presidio Ospedaliero Matera,BAS,60-69,14,11,0,25,0,0,0,25,0,25,Basilicata,ITF5
2021-01-05,PF/BT,170036,POD DI LAURIA,BAS,20-29,0,2,0,2,0,0,0,2,0,2,Basilicata,ITF5
2021-01-05,PF/BT,170036,POD DI LAURIA,BAS,30-39,2,1,0,3,0,0,0,3,0,3,Basilicata,ITF5
2021-01-05,PF/BT,170036,POD DI LAURIA,BAS,40-49,0,6,0,6,0,0,0,6,0,6,Basilicata,ITF5
2021-01-05,PF/BT,170036,POD DI LAURIA,BAS,50-59,3,6,0,9,0,0,0,9,0,9,Basilicata,ITF5
2021-01-05,PF/BT,170036,POD DI LAURIA,BAS,60-69,5,2,0,7,0,0,0,7,0,7,Basilicata,ITF5
2021-01-05,PF/BT,901,PRESIDIO OSPEDALIERO DI MELFI_AOR SAN CARLO,BAS,20-29,1,0,0,1,0,0,0,1,0,1,Basilicata,ITF5
2021-01-05,PF/BT,901,PRESIDIO OSPEDALIERO DI MELFI_AOR SAN CARLO,BAS,30-39,7,3,0,10,0,0,0,10,0,10,Basilicata,ITF5
2021-01-05,PF/BT,901,PRESIDIO OSPEDALIERO DI MELFI_AOR SAN CARLO,BAS,40-49,1,11,0,12,0,0,0,12,0,12,Basilicata,ITF5
2021-01-05,PF/BT,901,PRESIDIO OSPEDALIERO DI MELFI_AOR SAN CARLO,BAS,50-59,2,16,0,18,0,0,0,18,0,18,Basilicata,ITF5
2021-01-05,PF/BT,901,PRESIDIO OSPEDALIERO DI MELFI_AOR SAN CARLO,BAS,60-69,7,2,0,9,0,0,0,9,0,9,Basilicata,ITF5
2021-01-05,PF/BT,901,PRESIDIO OSPEDALIERO DI PESCOPAGANO_AOR SAN CARLO,BAS,40-49,5,10,0,15,0,0,0,15,0,15,Basilicata,ITF5
2021-01-05,PF/BT,901,PRESIDIO OSPEDALIERO DI PESCOPAGANO_AOR SAN CARLO,BAS,50-59,6,11,0,17,0,0,0,17,0,17,Basilicata,ITF5
2021-01-05,PF/BT,901,PRESIDIO OSPEDALIERO DI PESCOPAGANO_AOR SAN CARLO,BAS,60-69,8,5,0,13,0,0,0,13,0,13,Basilicata,ITF5
2021-01-05,PF/BT,901,PRESIDIO OSPEDALIERO DI VILLA D'AGRI_AOR SAN CARLO,BAS,20-29,1,1,0,2,0,0,0,2,0,2,Basilicata,ITF5
2021-01-05,PF/BT,901,PRESIDIO OSPEDALIERO DI VILLA D'AGRI_AOR SAN CARLO,BAS,30-39,0,4,0,4,0,0,0,4,0,4,Basilicata,ITF5
2021-01-05,PF/BT,901,PRESIDIO OSPEDALIERO DI VILLA D'AGRI_AOR SAN CARLO,BAS,40-49,2,20,0,22,0,0,0,22,0,22,Basilicata,ITF5
2021-01-05,PF/BT,901,PRESIDIO OSPEDALIERO DI VILLA D'AGRI_AOR SAN CARLO,BAS,50-59,6,9,0,15,0,0,0,15,0,15,Basilicata,ITF5
2021-01-05,PF/BT,901,PRESIDIO OSPEDALIERO DI VILLA D'AGRI_AOR SAN CARLO,BAS,60-69,3,4,0,7,0,0,0,7,0,7,Basilicata,ITF5
2021-01-05,PF/BT,901,PRESIDIO OSPEDALIERO LAGONEGRO_AOR SAN CARLO,BAS,20-29,0,2,0,2,0,0,0,2,0,2,Basilicata,ITF5
2021-01-05,PF/BT,901,PRESIDIO OSPEDALIERO LAGONEGRO_AOR SAN CARLO,BAS,30-39,5,7,0,12,0,0,0,12,0,12,Basilicata,ITF5
2021-01-05,PF/BT,901,PRESIDIO OSPEDALIERO LAGONEGRO_AOR SAN CARLO,BAS,40-49,5,13,0,18,0,0,0,18,0,18,Basilicata,ITF5
2021-01-05,PF/BT,901,PRESIDIO OSPEDALIERO LAGONEGRO_AOR SAN CARLO,BAS,50-59,3,10,0,13,0,0,0,13,0,13,Basilicata,ITF5
2021-01-05,PF/BT,901,PRESIDIO OSPEDALIERO LAGONEGRO_AOR SAN CARLO,BAS,60-69,2,3,0,5,0,0,0,5,0,5,Basilicata,ITF5
2021-01-05,PF/BT,901,TENDOSTRUTTURA OSPEDALE SAN CARLO_AOR SAN CARLO,BAS,20-29,8,13,0,21,0,0,0,21,0,21,Basilicata,ITF5
2021-01-05,PF/BT,901,TENDOSTRUTTURA OSPEDALE SAN CARLO_AOR SAN CARLO,BAS,30-39,15,21,0,36,0,0,0,36,0,36,Basilicata,ITF5
2021-01-05,PF/BT,901,TENDOSTRUTTURA OSPEDALE SAN CARLO_AOR SAN CARLO,BAS,40-49,29,36,0,65,0,0,0,65,0,65,Basilicata,ITF5
2021-01-05,PF/BT,901,TENDOSTRUTTURA OSPEDALE SAN CARLO_AOR SAN CARLO,BAS,50-59,12,33,0,45,0,0,0,45,0,45,Basilicata,ITF5
2021-01-05,PF/BT,901,TENDOSTRUTTURA OSPEDALE SAN CARLO_AOR SAN CARLO,BAS,60-69,16,17,0,33,0,0,0,33,0,33,Basilicata,ITF5
2021-01-05,PF/BT,STS11,ufficio igiene Venosa,BAS,20-29,2,1,0,3,0,0,0,3,0,3,Basilicata,ITF5
2021-01-05,PF/BT,STS11,ufficio igiene Venosa,BAS,30-39,1,3,0,4,0,0,0,4,0,4,Basilicata,ITF5
2021-01-05,PF/BT,STS11,ufficio igiene Venosa,BAS,40-49,2,5,0,7,0,0,0,7,0,7,Basilicata,ITF5
2021-01-05,PF/BT,STS11,ufficio igiene Venosa,BAS,50-59,0,4,0,4,0,0,0,4,0,4,Basilicata,ITF5
2021-01-05,PF/BT,STS11,ufficio igiene Venosa,BAS,60-69,18,6,0,24,0,0,0,24,0,24,Basilicata,ITF5
2021-01-06,PF/BT,170011,Presidio Ospedaliero Matera,BAS,20-29,2,7,0,9,0,0,0,9,0,9,Basilicata,ITF5
2021-01-06,PF/BT,170011,Presidio Ospedaliero Matera,BAS,30-39,17,7,0,24,0,0,0,24,0,24,Basilicata,ITF5
2021-01-06,PF/BT,170011,Presidio Ospedaliero Matera,BAS,40-49,28,19,0,47,0,0,0,47,0,47,Basilicata,ITF5
2021-01-06,PF/BT,170011,Presidio Ospedaliero Matera,BAS,50-59,25,38,0,63,0,0,0,63,0,63,Basilicata,ITF5
2021-01-06,PF/BT,170011,Presidio Ospedaliero Matera,BAS,60-69,19,10,0,29,0,0,0,29,0,29,Basilicata,ITF5
2021-01-06,PF/BT,170036,POD DI LAURIA,BAS,30-39,0,2,0,2,0,0,0,2,0,2,Basilicata,ITF5
2021-01-06,PF/BT,170036,POD DI LAURIA,BAS,40-49,1,2,0,3,0,0,0,3,0,3,Basilicata,ITF5
2021-01-06,PF/BT,170036,POD DI LAURIA,BAS,50-59,3,7,0,10,0,0,0,10,0,10,Basilicata,ITF5
2021-01-06,PF/BT,170036,POD DI LAURIA,BAS,60-69,2,1,0,3,0,0,0,3,0,3,Basilicata,ITF5
2021-01-06,PF/BT,STS11,ufficio igiene Venosa,BAS,20-29,0,2,0,2,0,0,0,2,0,2,Basilicata,ITF5
2021-01-06,PF/BT,STS11,ufficio igiene Venosa,BAS,30-39,0,2,0,2,0,0,0,2,0,2,Basilicata,ITF5
2021-01-06,PF/BT,STS11,ufficio igiene Venosa,BAS,40-49,0,1,0,1,0,0,0,1,0,1,Basilicata,ITF5
2021-01-06,PF/BT,STS11,ufficio igiene Venosa,BAS,50-59,2,2,0,4,0,0,0,4,0,4,Basilicata,ITF5
2021-01-06,PF/BT,STS11,ufficio igiene Venosa,BAS,60-69,3,2,0,5,0,0,0,5,0,5,Basilicata,ITF5
2021-01-06,PF/BT,STS11,ufficio igiene Venosa,BAS,70-79,1,3,0,4,0,0,0,4,0,4,Basilicata,ITF5
2021-01-06,PF/BT,STS11,ufficio igiene Venosa,BAS,80-89,0,4,0,4,0,0,0,4,0,4,Basilicata,ITF5
2021-01-06,PF/BT,STS11,ufficio igiene Venosa,BAS,90+,1,7,0,8,0,0,0,8,0,8,Basilicata,ITF5
2021-01-07,PF/BT,12002,Distretto della Salute della Val d'Agri,BAS,20-29,1,0,0,0,1,0,0,1,0,1,Basilicata,ITF5
2021-01-07,PF/BT,12002,Distretto della Salute della Val d'Agri,BAS,30-39,1,0,0,1,0,0,0,1,0,1,Basilicata,ITF5
