TML_DTA_SOMM,TML_VAX_FORNITORE,TML_COD_STRUTTURA,TML_DES_STRUTTURA,TML_AREA,TML_FASCIA_ETA,TML_SESSO_M,TML_SESSO_F,TML_GRAVIDANZA,TML_CAT_OSS,TML_CAT_PERSONALE,TML_CAT_RSA_OSPITI,TML_CAT_ALTRO,TML_DOSE_1,TML_DOSE_2,TML_REGIONE,TML_NUTS
2021-01-02,PF/BT,912, AZIENDA OSPEDALIERA COSENZA,CAL,50-59,15,11,0,26,0,0,0,26,0,Calabria,ITF6
2021-01-02,PF/BT,912, AZIENDA OSPEDALIERA COSENZA,CAL,60-69,32,2,0,34,0,0,0,34,0,Calabria,ITF6
2021-01-02,PF/BT,914,Azienda  Ospedaliero-Universitaria Mater Domini Catanzaro,CAL,20-29,4,6,0,10,0,0,0,10,0,Calabria,ITF6
2021-01-02,PF/BT,914,Azienda  Ospedaliero-Universitaria Mater Domini Catanzaro,CAL,30-39,5,7,0,12,0,0,0,12,0,Calabria,ITF6
2021-01-02,PF/BT,914,Azienda  Ospedaliero-Universitaria Mater Domini Catanzaro,CAL,40-49,7,21,0,28,0,0,0,28,0,Calabria,ITF6
2021-01-02,PF/BT,914,Azienda  Ospedaliero-Universitaria Mater Domini Catanzaro,CAL,50-59,12,19,0,31,0,0,0,31,0,Calabria,ITF6
2021-01-02,PF/BT,914,Azienda  Ospedaliero-Universitaria Mater Domini Catanzaro,CAL,60-69,12,1,0,13,0,0,0,13,0,Calabria,ITF6
2021-01-03,PF/BT,180062,P.O. MELITO DI PORTO SALVO,CAL,20-29,0,1,0,1,0,0,0,1,0,Calabria,ITF6
2021-01-03,PF/BT,180062,P.O. MELITO DI PORTO SALVO,CAL,50-59,1,0,0,1,0,0,0,1,0,Calabria,ITF6
2021-01-03,PF/BT,180062,P.O. MELITO DI PORTO SALVO,CAL,60-69,2,1,0,2,1,0,0,3,0,Calabria,ITF6
2021-01-04,PF/BT,14500,LABORATORIO REGGIO NORD,CAL,20-29,5,6,0,3,0,0,8,11,0,Calabria,ITF6
2021-01-04,PF/BT,14500,LABORATORIO REGGIO NORD,CAL,30-39,3,3,0,6,0,0,0,6,0,Calabria,ITF6
2021-01-04,PF/BT,14500,LABORATORIO REGGIO NORD,CAL,40-49,0,9,0,7,0,0,2,9,0,Calabria,ITF6
2021-01-04,PF/BT,14500,LABORATORIO REGGIO NORD,CAL,50-59,10,7,0,10,0,0,7,17,0,Calabria,ITF6
2021-01-04,PF/BT,14500,LABORATORIO REGGIO NORD,CAL,60-69,19,14,0,27,0,0,6,33,0,Calabria,ITF6
2021-01-04,PF/BT,14500,LABORATORIO REGGIO NORD,CAL,70-79,3,0,0,1,0,0,2,3,0,Calabria,ITF6
2021-01-04,PF/BT,180032,Punto Vaccinale Ospedaliero c/o Ospedale San Giovanni di Dio -Crotone,CAL,20-29,0,2,0,2,0,0,0,2,0,Calabria,ITF6
2021-01-04,PF/BT,180032,Punto Vaccinale Ospedaliero c/o Ospedale San Giovanni di Dio -Crotone,CAL,30-39,4,2,0,6,0,0,0,6,0,Calabria,ITF6
2021-01-04,PF/BT,180032,Punto Vaccinale Ospedaliero c/o Ospedale San Giovanni di Dio -Crotone,CAL,40-49,1,2,0,3,0,0,0,3,0,Calabria,ITF6
2021-01-04,PF/BT,180032,Punto Vaccinale Ospedaliero c/o Ospedale San Giovanni di Dio -Crotone,CAL,50-59,3,0,0,3,0,0,0,3,0,Calabria,ITF6
2021-01-04,PF/BT,180032,Punto Vaccinale Ospedaliero c/o Ospedale San Giovanni di Dio -Crotone,CAL,60-69,1,2,0,3,0,0,0,3,0,Calabria,ITF6
2021-01-04,PF/BT,180034,0,CAL,20-29,0,2,0,2,0,0,0,2,0,Calabria,ITF6
2021-01-04,PF/BT,180034,0,CAL,30-39,2,0,0,2,0,0,0,2,0,Calabria,ITF6
2021-01-04,PF/BT,180034,0,CAL,40-49,2,0,0,2,0,0,0,2,0,Calabria,ITF6
2021-01-04,PF/BT,180034,0,CAL,50-59,4,10,0,14,0,0,0,14,0,Calabria,ITF6
2021-01-04,PF/BT,180034,0,CAL,60-69,2,2,0,4,0,0,0,4,0,Calabria,ITF6
2021-01-04,PF/BT,180062,P.O. MELITO DI PORTO SALVO,CAL,20-29,1,0,0,1,0,0,0,1,0,Calabria,ITF6
2021-01-04,PF/BT,180062,P.O. MELITO DI PORTO SALVO,CAL,30-39,2,1,0,3,0,0,0,3,0,Calabria,ITF6
2021-01-04,PF/BT,180062,P.O. MELITO DI PORTO SALVO,CAL,40-49,7,9,0,16,0,0,0,16,0,Calabria,ITF6
2021-01-04,PF/BT,180062,P.O. MELITO DI PORTO SALVO,CAL,50-59,5,10,0,15,0,0,0,15,0,Calabria,ITF6
2021-01-04,PF/BT,180062,P.O. MELITO DI PORTO SALVO,CAL,60-69,23,12,0,35,0,0,0,35,0,Calabria,ITF6
2021-01-04,PF/BT,180912,POV AZIENDA OSPEDALIERA COSENZA,CAL,20-29,0,1,0,1,0,0,0,1,0,Calabria,ITF6
2021-01-04,PF/BT,180912,POV AZIENDA OSPEDALIERA COSENZA,CAL,30-39,5,10,0,15,0,0,0,15,0,Calabria,ITF6
2021-01-04,PF/BT,180912,POV AZIENDA OSPEDALIERA COSENZA,CAL,40-49,5,11,0,16,0,0,0,16,0,Calabria,ITF6
2021-01-04,PF/BT,180912,POV AZIENDA OSPEDALIERA COSENZA,CAL,50-59,9,13,0,22,0,0,0,22,0,Calabria,ITF6
2021-01-04,PF/BT,180912,POV AZIENDA OSPEDALIERA COSENZA,CAL,60-69,12,5,0,17,0,0,0,17,0,Calabria,ITF6
2021-01-04,PF/BT,180913,"AZIENDA OSPEDALIERA ""PUGLIESE-CIACCIO CATANZARO",CAL,20-29,8,11,0,19,0,0,0,19,0,Calabria,ITF6
2021-01-04,PF/BT,180913,"AZIENDA OSPEDALIERA ""PUGLIESE-CIACCIO CATANZARO",CAL,30-39,15,20,0,35,0,0,0,35,0,Calabria,ITF6
2021-01-04,PF/BT,180913,"AZIENDA OSPEDALIERA ""PUGLIESE-CIACCIO CATANZARO",CAL,40-49,15,19,0,34,0,0,0,34,0,Calabria,ITF6
2021-01-04,PF/BT,180913,"AZIENDA OSPEDALIERA ""PUGLIESE-CIACCIO CATANZARO",CAL,50-59,10,20,0,30,0,0,0,30,0,Calabria,ITF6
2021-01-04,PF/BT,180913,"AZIENDA OSPEDALIERA ""PUGLIESE-CIACCIO CATANZARO",CAL,60-69,12,6,0,17,1,0,0,18,0,Calabria,ITF6
2021-01-04,PF/BT,914,Azienda Ospedaliero-Universitaria Mater Domini Catanzaro,CAL,20-29,4,2,0,5,1,0,0,6,0,Calabria,ITF6
2021-01-04,PF/BT,914,Azienda Ospedaliero-Universitaria Mater Domini Catanzaro,CAL,30-39,19,21,0,36,4,0,0,40,0,Calabria,ITF6
2021-01-04,PF/BT,914,Azienda Ospedaliero-Universitaria Mater Domini Catanzaro,CAL,40-49,18,23,0,40,1,0,0,41,0,Calabria,ITF6
2021-01-04,PF/BT,914,Azienda Ospedaliero-Universitaria Mater Domini Catanzaro,CAL,50-59,29,12,0,38,3,0,0,41,0,Calabria,ITF6
2021-01-04,PF/BT,914,Azienda Ospedaliero-Universitaria Mater Domini Catanzaro,CAL,60-69,12,3,0,14,1,0,0,15,0,Calabria,ITF6
2021-01-04,PF/BT,914,Azienda Ospedaliero-Universitaria Mater Domini Catanzaro,CAL,70-79,1,0,0,1,0,0,0,1,0,Calabria,ITF6
2021-01-04,PF/BT,915,GOM Reggio Calabria,CAL,20-29,8,18,0,26,0,0,0,26,0,Calabria,ITF6
2021-01-04,PF/BT,915,GOM Reggio Calabria,CAL,30-39,51,38,0,87,2,0,0,89,0,Calabria,ITF6
2021-01-04,PF/BT,915,GOM Reggio Calabria,CAL,40-49,64,92,0,154,2,0,0,156,0,Calabria,ITF6
2021-01-04,PF/BT,915,GOM Reggio Calabria,CAL,50-59,82,94,0,174,2,0,0,176,0,Calabria,ITF6
2021-01-04,PF/BT,915,GOM Reggio Calabria,CAL,60-69,60,40,0,92,8,0,0,100,0,Calabria,ITF6
2021-01-05,PF/BT,0,ospedale LOCRI,CAL,20-29,0,4,0,4,0,0,0,4,0,Calabria,ITF6
2021-01-05,PF/BT,0,ospedale LOCRI,CAL,30-39,8,4,0,12,0,0,0,12,0,Calabria,ITF6
2021-01-05,PF/BT,0,ospedale LOCRI,CAL,40-49,4,11,0,15,0,0,0,15,0,Calabria,ITF6
2021-01-05,PF/BT,0,ospedale LOCRI,CAL,50-59,18,11,0,29,0,0,0,29,0,Calabria,ITF6
2021-01-05,PF/BT,0,ospedale LOCRI,CAL,60-69,17,3,0,20,0,0,0,20,0,Calabria,ITF6
2021-01-05,PF/BT,14500,LABORATORIO REGGIO NORD,CAL,20-29,5,6,0,3,0,0,8,11,0,Calabria,ITF6
2021-01-05,PF/BT,14500,LABORATORIO REGGIO NORD,CAL,30-39,3,3,0,6,0,0,0,6,0,Calabria,ITF6
2021-01-05,PF/BT,14500,LABORATORIO REGGIO NORD,CAL,40-49,0,9,0,7,0,0,2,9,0,Calabria,ITF6
2021-01-05,PF/BT,14500,LABORATORIO REGGIO NORD,CAL,50-59,10,7,0,10,0,0,7,17,0,Calabria,ITF6
2021-01-05,PF/BT,14500,LABORATORIO REGGIO NORD,CAL,60-69,19,14,0,27,0,0,6,33,0,Calabria,ITF6
2021-01-05,PF/BT,14500,LABORATORIO REGGIO NORD,CAL,70-79,3,0,0,1,0,0,2,3,0,Calabria,ITF6
2021-01-05,PF/BT,180000,PO. Acri,CAL,30-39,3,1,0,4,0,0,0,4,0,Calabria,ITF6
2021-01-05,PF/BT,180000,PO. Acri,CAL,40-49,4,5,0,9,0,0,0,9,0,Calabria,ITF6
2021-01-05,PF/BT,180000,PO. Acri,CAL,50-59,3,11,0,14,0,0,0,14,0,Calabria,ITF6
2021-01-05,PF/BT,180000,PO. Acri,CAL,60-69,5,2,0,7,0,0,0,7,0,Calabria,ITF6
2021-01-05,PF/BT,180000,PO. Acri,CAL,70-79,2,0,0,2,0,0,0,2,0,Calabria,ITF6
2021-01-05,PF/BT,180000,PO. PAOLA,CAL,20-29,1,0,0,1,0,0,0,1,0,Calabria,ITF6
2021-01-05,PF/BT,180000,PO. PAOLA,CAL,30-39,3,9,0,12,0,0,0,12,0,Calabria,ITF6
2021-01-05,PF/BT,180000,PO. PAOLA,CAL,40-49,7,13,0,20,0,0,0,20,0,Calabria,ITF6
2021-01-05,PF/BT,180000,PO. PAOLA,CAL,50-59,10,18,0,28,0,0,0,28,0,Calabria,ITF6
2021-01-05,PF/BT,180000,PO. PAOLA,CAL,60-69,10,7,0,17,0,0,0,17,0,Calabria,ITF6
2021-01-05,PF/BT,180006,CASTROVILLARI,CAL,20-29,2,5,0,7,0,0,0,7,0,Calabria,ITF6
2021-01-05,PF/BT,180006,CASTROVILLARI,CAL,30-39,5,12,0,17,0,0,0,17,0,Calabria,ITF6
2021-01-05,PF/BT,180006,CASTROVILLARI,CAL,40-49,4,2,0,6,0,0,0,6,0,Calabria,ITF6
2021-01-05,PF/BT,180006,CASTROVILLARI,CAL,50-59,6,7,0,13,0,0,0,13,0,Calabria,ITF6
2021-01-05,PF/BT,180006,CASTROVILLARI,CAL,60-69,14,0,0,14,0,0,0,14,0,Calabria,ITF6
2021-01-05,PF/BT,180006,CASTROVILLARI,CAL,70-79,2,0,0,2,0,0,0,2,0,Calabria,ITF6
2021-01-05,PF/BT,180006,presidio Ospedaliero Castrovillari,CAL,30-39,2,2,0,4,0,0,0,4,0,Calabria,ITF6
2021-01-05,PF/BT,180006,presidio Ospedaliero Castrovillari,CAL,40-49,1,1,0,2,0,0,0,2,0,Calabria,ITF6
2021-01-05,PF/BT,180006,presidio Ospedaliero Castrovillari,CAL,50-59,2,2,0,4,0,0,0,4,0,Calabria,ITF6
2021-01-05,PF/BT,180006,presidio Ospedaliero Castrovillari,CAL,60-69,8,2,0,10,0,0,0,10,0,Calabria,ITF6
2021-01-05,PF/BT,180010,PO. CORIGLIANO-ROSSANO,CAL,20-29,0,1,0,1,0,0,0,1,0,Calabria,ITF6
2021-01-05,PF/BT,180010,PO. CORIGLIANO-ROSSANO,CAL,30-39,1,5,0,6,0,0,0,6,0,Calabria,ITF6
2021-01-05,PF/BT,180010,PO. CORIGLIANO-ROSSANO,CAL,40-49,4,5,0,9,0,0,0,9,0,Calabria,ITF6
2021-01-05,PF/BT,180010,PO. CORIGLIANO-ROSSANO,CAL,50-59,11,6,0,17,0,0,0,17,0,Calabria,ITF6
2021-01-05,PF/BT,180010,PO. CORIGLIANO-ROSSANO,CAL,60-69,5,2,0,7,0,0,0,7,0,Calabria,ITF6
2021-01-05,PF/BT,180010,PO. SAN GIOVANNI IN FIORE,CAL,30-39,3,3,0,6,0,0,0,6,0,Calabria,ITF6
2021-01-05,PF/BT,180010,PO. SAN GIOVANNI IN FIORE,CAL,40-49,6,3,0,9,0,0,0,9,0,Calabria,ITF6
2021-01-05,PF/BT,180010,PO. SAN GIOVANNI IN FIORE,CAL,50-59,5,1,0,6,0,0,0,6,0,Calabria,ITF6
2021-01-05,PF/BT,180010,PO. SAN GIOVANNI IN FIORE,CAL,60-69,6,3,0,9,0,0,0,9,0,Calabria,ITF6
2021-01-05,PF/BT,180032,Punto Vaccinale Ospedaliero c/o Ospedale San Giovanni di Dio -Crotone,CAL,20-29,0,5,0,5,0,0,0,5,0,Calabria,ITF6
2021-01-05,PF/BT,180032,Punto Vaccinale Ospedaliero c/o Ospedale San Giovanni di Dio -Crotone,CAL,30-39,2,2,0,4,0,0,0,4,0,Calabria,ITF6
2021-01-05,PF/BT,180032,Punto Vaccinale Ospedaliero c/o Ospedale San Giovanni di Dio -Crotone,CAL,40-49,2,2,0,4,0,0,0,4,0,Calabria,ITF6
2021-01-05,PF/BT,180032,Punto Vaccinale Ospedaliero c/o Ospedale San Giovanni di Dio -Crotone,CAL,50-59,5,0,0,5,0,0,0,5,0,Calabria,ITF6
2021-01-05,PF/BT,180033,PRESIDIO OSPEDALIERO DI LAMEZIA TERME (CZ),CAL,20-29,2,0,0,2,0,0,0,2,0,Calabria,ITF6
2021-01-05,PF/BT,180033,PRESIDIO OSPEDALIERO DI LAMEZIA TERME (CZ),CAL,30-39,2,8,0,10,0,0,0,10,0,Calabria,ITF6
2021-01-05,PF/BT,180033,PRESIDIO OSPEDALIERO DI LAMEZIA TERME (CZ),CAL,40-49,5,17,0,22,0,0,0,22,0,Calabria,ITF6
2021-01-05,PF/BT,180033,PRESIDIO OSPEDALIERO DI LAMEZIA TERME (CZ),CAL,50-59,9,8,0,17,0,0,0,17,0,Calabria,ITF6
2021-01-05,PF/BT,180033,PRESIDIO OSPEDALIERO DI LAMEZIA TERME (CZ),CAL,60-69,9,5,0,14,0,0,0,14,0,Calabria,ITF6
2021-01-05,PF/BT,180034,0,CAL,20-29,0,4,0,4,0,0,0,4,0,Calabria,ITF6
2021-01-05,PF/BT,180034,0,CAL,30-39,7,7,0,14,0,0,0,14,0,Calabria,ITF6
2021-01-05,PF/BT,180034,0,CAL,40-49,7,3,0,10,0,0,0,10,0,Calabria,ITF6
2021-01-05,PF/BT,180034,0,CAL,50-59,12,7,0,17,2,0,0,19,0,Calabria,ITF6
2021-01-05,PF/BT,180034,0,CAL,60-69,8,5,0,13,0,0,0,13,0,Calabria,ITF6
2021-01-05,PF/BT,180059,ospedale LOCRI,CAL,20-29,0,4,0,4,0,0,0,4,0,Calabria,ITF6
2021-01-05,PF/BT,180059,ospedale LOCRI,CAL,30-39,8,4,0,12,0,0,0,12,0,Calabria,ITF6
2021-01-05,PF/BT,180059,ospedale LOCRI,CAL,40-49,4,11,0,15,0,0,0,15,0,Calabria,ITF6
2021-01-05,PF/BT,180059,ospedale LOCRI,CAL,50-59,18,11,0,29,0,0,0,29,0,Calabria,ITF6
2021-01-05,PF/BT,180059,ospedale LOCRI,CAL,60-69,17,3,0,20,0,0,0,20,0,Calabria,ITF6
2021-01-05,PF/BT,180062,P.O. MELITO DI PORTO SALVO,CAL,20-29,0,1,0,1,0,0,0,1,0,Calabria,ITF6
2021-01-05,PF/BT,180062,P.O. MELITO DI PORTO SALVO,CAL,30-39,8,1,0,9,0,0,0,9,0,Calabria,ITF6
2021-01-05,PF/BT,180062,P.O. MELITO DI PORTO SALVO,CAL,40-49,3,8,0,8,3,0,0,11,0,Calabria,ITF6
2021-01-05,PF/BT,180062,P.O. MELITO DI PORTO SALVO,CAL,50-59,16,4,0,16,4,0,0,20,0,Calabria,ITF6
2021-01-05,PF/BT,180062,P.O. MELITO DI PORTO SALVO,CAL,60-69,17,11,0,22,6,0,0,28,0,Calabria,ITF6
2021-01-05,PF/BT,180062,P.O. MELITO DI PORTO SALVO,CAL,70-79,1,0,0,1,0,0,0,1,0,Calabria,ITF6
2021-01-05,PF/BT,180912,POV AZIENDA OSPEDALIERA COSENZA,CAL,20-29,0,5,0,5,0,0,0,5,0,Calabria,ITF6
2021-01-05,PF/BT,180912,POV AZIENDA OSPEDALIERA COSENZA,CAL,30-39,6,15,0,21,0,0,0,21,0,Calabria,ITF6
2021-01-05,PF/BT,180912,POV AZIENDA OSPEDALIERA COSENZA,CAL,40-49,13,19,0,32,0,0,0,32,0,Calabria,ITF6
2021-01-05,PF/BT,180912,POV AZIENDA OSPEDALIERA COSENZA,CAL,50-59,16,29,0,45,0,0,0,45,0,Calabria,ITF6
2021-01-05,PF/BT,180912,POV AZIENDA OSPEDALIERA COSENZA,CAL,60-69,16,9,0,25,0,0,0,25,0,Calabria,ITF6
2021-01-05,PF/BT,180913,PRESIDIO OSPEDALIERO PUGLIESE,CAL,20-29,4,2,0,6,0,0,0,6,0,Calabria,ITF6
2021-01-05,PF/BT,180913,PRESIDIO OSPEDALIERO PUGLIESE,CAL,30-39,12,18,0,30,0,0,0,30,0,Calabria,ITF6
2021-01-05,PF/BT,180913,PRESIDIO OSPEDALIERO PUGLIESE,CAL,40-49,10,21,0,31,0,0,0,31,0,Calabria,ITF6
2021-01-05,PF/BT,180913,PRESIDIO OSPEDALIERO PUGLIESE,CAL,50-59,6,18,0,24,0,0,0,24,0,Calabria,ITF6
2021-01-05,PF/BT,180913,PRESIDIO OSPEDALIERO PUGLIESE,CAL,60-69,4,5,0,9,0,0,0,9,0,Calabria,ITF6
2021-01-05,PF/BT,180914,Azienda Ospedaliero Universitaria Mater Domini Catanzaro,CAL,20-29,4,7,0,10,1,0,0,11,0,Calabria,ITF6
2021-01-05,PF/BT,180914,Azienda Ospedaliero Universitaria Mater Domini Catanzaro,CAL,30-39,15,29,0,44,0,0,0,44,0,Calabria,ITF6
2021-01-05,PF/BT,180914,Azienda Ospedaliero Universitaria Mater Domini Catanzaro,CAL,40-49,20,20,0,40,0,0,0,40,0,Calabria,ITF6
2021-01-05,PF/BT,180914,Azienda Ospedaliero Universitaria Mater Domini Catanzaro,CAL,50-59,10,17,0,26,1,0,0,27,0,Calabria,ITF6
2021-01-05,PF/BT,180914,Azienda Ospedaliero Universitaria Mater Domini Catanzaro,CAL,60-69,13,9,0,21,1,0,0,22,0,Calabria,ITF6
2021-01-05,PF/BT,915,GOM Reggio Calabria,CAL,20-29,8,8,0,10,4,0,2,16,0,Calabria,ITF6
2021-01-05,PF/BT,915,GOM Reggio Calabria,CAL,30-39,29,46,0,56,13,0,6,75,0,Calabria,ITF6
2021-01-05,PF/BT,915,GOM Reggio Calabria,CAL,40-49,53,77,0,107,13,0,10,130,0,Calabria,ITF6
2021-01-05,PF/BT,915,GOM Reggio Calabria,CAL,50-59,65,83,0,132,6,0,10,148,0,Calabria,ITF6
2021-01-05,PF/BT,915,GOM Reggio Calabria,CAL,60-69,54,62,0,77,24,0,15,116,0,Calabria,ITF6
2021-01-05,PF/BT,915,GOM Reggio Calabria,CAL,70-79,3,0,0,3,0,0,0,3,0,Calabria,ITF6
2021-01-06,PF/BT,(HSP11-11bis/STS11),"AZIENDA OSPEDALIERA ""PUGLIESE-CIACCIO"" CATANZARO",CAL,20-29,5,15,0,20,0,0,0,20,0,Calabria,ITF6
2021-01-06,PF/BT,(HSP11-11bis/STS11),"AZIENDA OSPEDALIERA ""PUGLIESE-CIACCIO"" CATANZARO",CAL,30-39,16,31,0,47,0,0,0,47,0,Calabria,ITF6
2021-01-06,PF/BT,(HSP11-11bis/STS11),"AZIENDA OSPEDALIERA ""PUGLIESE-CIACCIO"" CATANZARO",CAL,40-49,18,42,0,60,0,0,0,60,0,Calabria,ITF6
2021-01-06,PF/BT,(HSP11-11bis/STS11),"AZIENDA OSPEDALIERA ""PUGLIESE-CIACCIO"" CATANZARO",CAL,50-59,29,26,0,55,0,0,0,55,0,Calabria,ITF6
2021-01-06,PF/BT,(HSP11-11bis/STS11),"AZIENDA OSPEDALIERA ""PUGLIESE-CIACCIO"" CATANZARO",CAL,60-69,25,8,0,32,1,0,0,33,0,Calabria,ITF6
2021-01-06,PF/BT,14500,LABORATORIO REGGIO NORD,CAL,20-29,1,0,0,1,0,0,0,1,0,Calabria,ITF6
2021-01-06,PF/BT,14500,LABORATORIO REGGIO NORD,CAL,30-39,4,2,0,6,0,0,0,6,0,Calabria,ITF6
2021-01-06,PF/BT,14500,LABORATORIO REGGIO NORD,CAL,40-49,1,1,0,2,0,0,0,2,0,Calabria,ITF6
2021-01-06,PF/BT,14500,LABORATORIO REGGIO NORD,CAL,50-59,2,4,0,6,0,0,0,6,0,Calabria,ITF6
2021-01-06,PF/BT,14500,LABORATORIO REGGIO NORD,CAL,60-69,3,2,0,5,0,0,0,5,0,Calabria,ITF6
2021-01-06,PF/BT,180012,PO. PAOLA,CAL,30-39,6,0,0,6,0,0,0,6,0,Calabria,ITF6
2021-01-06,PF/BT,180012,PO. PAOLA,CAL,40-49,6,6,0,12,0,0,0,12,0,Calabria,ITF6
2021-01-06,PF/BT,180012,PO. PAOLA,CAL,50-59,10,12,0,22,0,0,0,22,0,Calabria,ITF6
2021-01-06,PF/BT,180012,PO. PAOLA,CAL,60-69,9,4,0,13,0,0,0,13,0,Calabria,ITF6
2021-01-06,PF/BT,180032,Punto Vaccinale Ospedaliero c/o Ospedale San Giovanni di Dio -Crotone,CAL,20-29,1,7,0,8,0,0,0,8,0,Calabria,ITF6
2021-01-06,PF/BT,180032,Punto Vaccinale Ospedaliero c/o Ospedale San Giovanni di Dio -Crotone,CAL,30-39,7,2,0,9,0,0,0,9,0,Calabria,ITF6
2021-01-06,PF/BT,180032,Punto Vaccinale Ospedaliero c/o Ospedale San Giovanni di Dio -Crotone,CAL,40-49,8,2,0,10,0,0,0,10,0,Calabria,ITF6
